# EXPERIMENTAL: re-measured CPU cost rows, n=4096 only. NOT installed.
#
# The shipped cost.txt misranks bands: selection picks the slower one at 3
# of 8 operating points on the default reference, up to 1.84x, and
# tools/score_selection.py independently scores its pick at 52% of the best
# available. No pricing rule rescues the shipped rows -- every rule
# score_cost_rule.py implements tops out at 3 of 6 correct, and the one
# that ships is already among the best. The rows are what is wrong.
#
# These are the same cells re-measured with tools/hmf_tune.py --retune-cost,
# which could not run at all until d40f8a0 (it died on band 64's missing
# threshold after 160 rows -- a fair explanation for how the table drifted
# this far unnoticed).
#
# WHAT THEY CHANGE, measured against the clock at n=4096:
#
#   reference   snr   old pick -> new    t(old)   t(new)   effect
#   inspiral    6.0     256  ->  512      408us    207us   1.97x FASTER
#   shallow     5.5     512  -> 1024      981us    587us   1.67x FASTER
#   steep       5.5     256  ->  512      294us    208us   1.41x FASTER
#   steep       6.0     256  ->  512      136us    205us   1.50x slower
#
#   total over the four changed points: 1819us -> 1207us = 1.51x net
#
# Correct at 4 of 6 sampled points against the shipped table's 2 of 6. The
# n=4096 rows are COMPLETE -- 48 keys, 9560 rows, unchanged between two
# snapshots of the run -- so this is not a partial result.
#
# WHY NOT INSTALLED. One point regresses, which rules out "the rows were
# merely stale" -- fresher rows cannot make a correct ranking wrong -- and
# the run was stopped before covering every size the shipped table does
# (it reached n=1024, 2048, 4096, 16384 and part of 32768). Dropping these
# in wholesale would replace rows for sizes that were never re-measured.
# Installing wants a completed run and a human on the 1.50x regression.
#
# Measured on Ryzen AI Max+ 395, AVX3, with the gate as it ships.
#
# n band U K snr f beff margin relative_cost
COST 4096 128 2 4 5.00 0.829780 68.130 1.000 0.668627
COST 4096 128 2 8 5.00 0.829780 68.130 1.000 0.668865
COST 4096 256 2 4 5.00 0.876782 75.936 1.000 0.545582
COST 4096 256 2 8 5.00 0.876782 75.936 1.000 0.462749
COST 4096 512 2 4 5.00 0.935696 86.364 1.000 0.469849
COST 4096 512 2 8 5.00 0.935696 86.364 1.000 0.387925
COST 4096 1024 2 4 5.00 0.983141 95.297 1.000 1.039597
COST 4096 1024 2 8 5.00 0.983141 95.297 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 98.590 1.000 1.088265
COST 4096 2048 2 8 5.00 1.000000 98.590 1.000 1.149834
COST 4096 64 2 4 5.00 0.697982 49.589 1.000 0.569676
COST 4096 64 2 8 5.00 0.697982 49.589 1.000 0.599884
COST 4096 128 2 4 5.00 0.800000 63.782 1.000 0.737232
COST 4096 128 2 8 5.00 0.800000 63.782 1.000 0.688880
COST 4096 256 2 4 5.00 0.855225 72.717 1.000 0.494925
COST 4096 256 2 8 5.00 0.855225 72.717 1.000 0.560436
COST 4096 512 2 4 5.00 0.924446 84.802 1.000 0.421742
COST 4096 512 2 8 5.00 0.924446 84.802 1.000 0.467000
COST 4096 1024 2 4 5.00 0.980191 95.273 1.000 1.019329
COST 4096 1024 2 8 5.00 0.980191 95.273 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 99.157 1.000 0.998564
COST 4096 2048 2 8 5.00 1.000000 99.157 1.000 1.055510
COST 4096 64 2 4 5.00 0.690014 48.943 1.000 0.483820
COST 4096 64 2 8 5.00 0.690014 48.943 1.000 0.755108
COST 4096 128 2 4 5.00 0.785093 62.180 1.000 0.921731
COST 4096 128 2 8 5.00 0.785093 62.180 1.000 0.650354
COST 4096 256 2 4 5.00 0.800000 64.540 1.000 0.820321
COST 4096 256 2 8 5.00 0.800000 64.540 1.000 0.832150
COST 4096 512 2 4 5.00 0.895625 80.591 1.000 0.552222
COST 4096 512 2 8 5.00 0.895625 80.591 1.000 0.519342
COST 4096 1024 2 4 5.00 0.972635 94.921 1.000 1.130439
COST 4096 1024 2 8 5.00 0.972635 94.921 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 100.326 1.000 1.147328
COST 4096 2048 2 8 5.00 1.000000 100.326 1.000 1.176464
COST 4096 64 2 4 5.00 0.689734 48.946 1.000 0.643072
COST 4096 64 2 8 5.00 0.689734 48.946 1.000 0.580642
COST 4096 128 2 4 5.00 0.784802 62.187 1.000 0.756713
COST 4096 128 2 8 5.00 0.784802 62.187 1.000 1.050354
COST 4096 256 2 4 5.00 0.799711 64.549 1.000 1.108740
COST 4096 256 2 8 5.00 0.799711 64.549 1.000 0.861682
COST 4096 512 2 4 5.00 0.800000 64.596 1.000 0.842018
COST 4096 512 2 8 5.00 0.800000 64.596 1.000 1.036528
COST 4096 1024 2 4 5.00 0.947564 90.185 1.000 1.769786
COST 4096 1024 2 8 5.00 0.947564 90.185 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 100.402 1.000 1.059787
COST 4096 2048 2 8 5.00 1.000000 100.402 1.000 1.003182
COST 4096 64 2 4 5.00 0.689718 48.948 1.000 0.459426
COST 4096 64 2 8 5.00 0.689718 48.948 1.000 0.481171
COST 4096 128 2 4 5.00 0.784797 62.191 1.000 0.527003
COST 4096 128 2 8 5.00 0.784797 62.191 1.000 0.501528
COST 4096 256 2 4 5.00 0.799711 64.554 1.000 0.545132
COST 4096 256 2 8 5.00 0.799711 64.554 1.000 0.546150
COST 4096 512 2 4 5.00 0.800000 64.600 1.000 0.661641
COST 4096 512 2 8 5.00 0.800000 64.600 1.000 0.653462
COST 4096 1024 2 4 5.00 0.800000 64.600 1.000 1.026014
COST 4096 1024 2 8 5.00 0.800000 64.600 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 100.347 1.000 0.729731
COST 4096 2048 2 8 5.00 1.000000 100.347 1.000 0.782027
COST 4096 64 2 4 5.00 0.862137 48.948 1.000 1.002927
COST 4096 64 2 8 5.00 0.862137 48.948 1.000 1.064353
COST 4096 128 2 4 5.00 0.980994 62.193 1.000 1.041136
COST 4096 128 2 8 5.00 0.980994 62.193 1.000 0.747493
COST 4096 256 2 4 5.00 0.999639 64.556 1.000 0.231558
COST 4096 256 2 8 5.00 0.999639 64.556 1.000 0.201499
COST 4096 512 2 4 5.00 1.000000 64.603 1.000 0.411284
COST 4096 512 2 8 5.00 1.000000 64.603 1.000 0.373062
COST 4096 1024 2 4 5.00 1.000000 64.603 1.000 0.730497
COST 4096 1024 2 8 5.00 1.000000 64.603 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 64.603 1.000 1.836893
COST 4096 2048 2 8 5.00 1.000000 64.603 1.000 1.870449
COST 4096 256 2 4 5.00 0.855225 144.256 1.000 1.075514
COST 4096 256 2 8 5.00 0.855225 144.256 1.000 1.061218
COST 4096 512 2 4 5.00 0.924446 167.912 1.000 0.900213
COST 4096 512 2 8 5.00 0.924446 167.912 1.000 0.875551
COST 4096 1024 2 4 5.00 0.980191 188.519 1.000 0.972684
COST 4096 1024 2 8 5.00 0.980191 188.519 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 196.193 1.000 1.883838
COST 4096 2048 2 8 5.00 1.000000 196.193 1.000 1.924475
COST 4096 128 2 4 5.00 0.693595 100.235 1.000 1.029702
COST 4096 128 2 8 5.00 0.693595 100.235 1.000 1.025310
COST 4096 256 2 4 5.00 0.800000 130.282 1.000 1.161344
COST 4096 256 2 8 5.00 0.800000 130.282 1.000 1.158367
COST 4096 512 2 4 5.00 0.895625 162.071 1.000 0.885991
COST 4096 512 2 8 5.00 0.895625 162.071 1.000 0.909088
COST 4096 1024 2 4 5.00 0.972635 190.635 1.000 0.996838
COST 4096 1024 2 8 5.00 0.972635 190.635 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 201.469 1.000 1.880688
COST 4096 2048 2 8 5.00 1.000000 201.469 1.000 1.952402
COST 4096 128 2 4 5.00 0.690989 97.684 1.000 1.315872
COST 4096 128 2 8 5.00 0.690989 97.684 1.000 1.153333
COST 4096 256 2 4 5.00 0.785353 123.876 1.000 1.438567
COST 4096 256 2 8 5.00 0.785353 123.876 1.000 1.286842
COST 4096 512 2 4 5.00 0.800000 128.494 1.000 1.554097
COST 4096 512 2 8 5.00 0.800000 128.494 1.000 1.429820
COST 4096 1024 2 4 5.00 0.947564 178.542 1.000 1.184669
COST 4096 1024 2 8 5.00 0.947564 178.542 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 198.690 1.000 2.387788
COST 4096 2048 2 8 5.00 1.000000 198.690 1.000 2.343371
COST 4096 128 2 4 5.00 0.690733 97.687 1.000 0.669107
COST 4096 128 2 8 5.00 0.690733 97.687 1.000 0.623060
COST 4096 256 2 4 5.00 0.785076 123.883 1.000 0.681770
COST 4096 256 2 8 5.00 0.785076 123.883 1.000 0.717805
COST 4096 512 2 4 5.00 0.799722 128.504 1.000 0.841585
COST 4096 512 2 8 5.00 0.799722 128.504 1.000 0.813633
COST 4096 1024 2 4 5.00 0.800000 128.593 1.000 1.038911
COST 4096 1024 2 8 5.00 0.800000 128.593 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 198.597 1.000 1.265777
COST 4096 2048 2 8 5.00 1.000000 198.597 1.000 1.256048
COST 4096 128 2 4 5.00 0.863406 97.689 1.000 1.743793
COST 4096 128 2 8 5.00 0.863406 97.689 1.000 1.648529
COST 4096 256 2 4 5.00 0.981342 123.887 1.000 1.262209
COST 4096 256 2 8 5.00 0.981342 123.887 1.000 1.521488
COST 4096 512 2 4 5.00 0.999652 128.508 1.000 0.555078
COST 4096 512 2 8 5.00 0.999652 128.508 1.000 0.733838
COST 4096 1024 2 4 5.00 1.000000 128.598 1.000 0.756341
COST 4096 1024 2 8 5.00 1.000000 128.598 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 128.598 1.000 2.120165
COST 4096 2048 2 8 5.00 1.000000 128.598 1.000 2.109642
COST 4096 64 2 4 5.00 0.900000 2.025 1.000 0.070925
COST 4096 64 2 8 5.00 0.900000 2.025 1.000 0.061133
COST 4096 128 2 4 5.00 0.914890 2.093 1.000 0.095951
COST 4096 128 2 8 5.00 0.914890 2.093 1.000 0.107647
COST 4096 256 2 4 5.00 0.938391 2.202 1.000 0.206952
COST 4096 256 2 8 5.00 0.938391 2.202 1.000 0.196312
COST 4096 512 2 4 5.00 0.967848 2.342 1.000 0.404010
COST 4096 512 2 8 5.00 0.967848 2.342 1.000 0.456832
COST 4096 1024 2 4 5.00 0.991570 2.458 1.000 0.965399
COST 4096 1024 2 8 5.00 0.991570 2.458 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 2.500 1.000 2.458166
COST 4096 2048 2 8 5.00 1.000000 2.500 1.000 2.512319
COST 4096 64 2 4 5.00 0.900000 2.026 1.000 0.075686
COST 4096 64 2 8 5.00 0.900000 2.026 1.000 0.067505
COST 4096 128 2 4 5.00 0.900000 2.026 1.000 0.094461
COST 4096 128 2 8 5.00 0.900000 2.026 1.000 0.090765
COST 4096 256 2 4 5.00 0.927612 2.152 1.000 0.166277
COST 4096 256 2 8 5.00 0.927612 2.152 1.000 0.193345
COST 4096 512 2 4 5.00 0.962223 2.316 1.000 0.394244
COST 4096 512 2 8 5.00 0.962223 2.316 1.000 0.343835
COST 4096 1024 2 4 5.00 0.990096 2.452 1.000 0.807974
COST 4096 1024 2 8 5.00 0.990096 2.452 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 2.501 1.000 2.496443
COST 4096 2048 2 8 5.00 1.000000 2.501 1.000 2.114236
COST 4096 64 2 4 5.00 0.900000 2.026 1.000 0.109059
COST 4096 64 2 8 5.00 0.900000 2.026 1.000 0.096679
COST 4096 128 2 4 5.00 0.900000 2.026 1.000 0.129402
COST 4096 128 2 8 5.00 0.900000 2.026 1.000 0.125872
COST 4096 256 2 4 5.00 0.900000 2.026 1.000 0.249965
COST 4096 256 2 8 5.00 0.900000 2.026 1.000 0.255442
COST 4096 512 2 4 5.00 0.947813 2.247 1.000 0.596577
COST 4096 512 2 8 5.00 0.947813 2.247 1.000 0.486751
COST 4096 1024 2 4 5.00 0.986318 2.434 1.000 1.191317
COST 4096 1024 2 8 5.00 0.986318 2.434 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 2.502 1.000 3.140353
COST 4096 2048 2 8 5.00 1.000000 2.502 1.000 3.134978
COST 4096 64 2 4 5.00 0.900000 2.027 1.000 0.085094
COST 4096 64 2 8 5.00 0.900000 2.027 1.000 0.076191
COST 4096 128 2 4 5.00 0.900000 2.027 1.000 0.106518
COST 4096 128 2 8 5.00 0.900000 2.027 1.000 0.100524
COST 4096 256 2 4 5.00 0.900000 2.027 1.000 0.179183
COST 4096 256 2 8 5.00 0.900000 2.027 1.000 0.205447
COST 4096 512 2 4 5.00 0.900000 2.027 1.000 0.444481
COST 4096 512 2 8 5.00 0.900000 2.027 1.000 0.384879
COST 4096 1024 2 4 5.00 0.973782 2.372 1.000 1.197569
COST 4096 1024 2 8 5.00 0.973782 2.372 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 2.502 1.000 2.617824
COST 4096 2048 2 8 5.00 1.000000 2.502 1.000 2.511461
COST 4096 64 2 4 5.00 0.900000 2.027 1.000 0.075624
COST 4096 64 2 8 5.00 0.900000 2.027 1.000 0.066002
COST 4096 128 2 4 5.00 0.900000 2.027 1.000 0.131575
COST 4096 128 2 8 5.00 0.900000 2.027 1.000 0.130290
COST 4096 256 2 4 5.00 0.900000 2.027 1.000 0.271284
COST 4096 256 2 8 5.00 0.900000 2.027 1.000 0.306629
COST 4096 512 2 4 5.00 0.900000 2.027 1.000 0.410017
COST 4096 512 2 8 5.00 0.900000 2.027 1.000 0.378713
COST 4096 1024 2 4 5.00 0.900000 2.027 1.000 1.104394
COST 4096 1024 2 8 5.00 0.900000 2.027 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 2.502 1.000 2.842569
COST 4096 2048 2 8 5.00 1.000000 2.502 1.000 2.752028
COST 4096 64 2 4 5.00 1.000000 2.027 1.000 0.071785
COST 4096 64 2 8 5.00 1.000000 2.027 1.000 0.060283
COST 4096 128 2 4 5.00 1.000000 2.027 1.000 0.077981
COST 4096 128 2 8 5.00 1.000000 2.027 1.000 0.079793
COST 4096 256 2 4 5.00 1.000000 2.027 1.000 0.184094
COST 4096 256 2 8 5.00 1.000000 2.027 1.000 0.192618
COST 4096 512 2 4 5.00 1.000000 2.027 1.000 0.395536
COST 4096 512 2 8 5.00 1.000000 2.027 1.000 0.309941
COST 4096 1024 2 4 5.00 1.000000 2.027 1.000 0.926548
COST 4096 1024 2 8 5.00 1.000000 2.027 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 2.027 1.000 2.589026
COST 4096 2048 2 8 5.00 1.000000 2.027 1.000 2.420766
COST 4096 64 2 4 5.00 0.900000 3.932 1.000 0.101386
COST 4096 64 2 8 5.00 0.900000 3.932 1.000 0.092539
COST 4096 128 2 4 5.00 0.914890 4.064 1.000 0.131314
COST 4096 128 2 8 5.00 0.914890 4.064 1.000 0.129393
COST 4096 256 2 4 5.00 0.938391 4.275 1.000 0.202918
COST 4096 256 2 8 5.00 0.938391 4.275 1.000 0.205415
COST 4096 512 2 4 5.00 0.967848 4.547 1.000 0.485267
COST 4096 512 2 8 5.00 0.967848 4.547 1.000 0.406149
COST 4096 1024 2 4 5.00 0.991570 4.773 1.000 0.784237
COST 4096 1024 2 8 5.00 0.991570 4.773 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 4.855 1.000 2.265891
COST 4096 2048 2 8 5.00 1.000000 4.855 1.000 2.115168
COST 4096 64 2 4 5.00 0.900000 3.934 1.000 0.126523
COST 4096 64 2 8 5.00 0.900000 3.934 1.000 0.114661
COST 4096 128 2 4 5.00 0.900000 3.934 1.000 0.156386
COST 4096 128 2 8 5.00 0.900000 3.934 1.000 0.159250
COST 4096 256 2 4 5.00 0.927612 4.179 1.000 0.289269
COST 4096 256 2 8 5.00 0.927612 4.179 1.000 0.363587
COST 4096 512 2 4 5.00 0.962223 4.497 1.000 0.528297
COST 4096 512 2 8 5.00 0.962223 4.497 1.000 0.556173
COST 4096 1024 2 4 5.00 0.990096 4.761 1.000 1.117426
COST 4096 1024 2 8 5.00 0.990096 4.761 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 4.857 1.000 2.735120
COST 4096 2048 2 8 5.00 1.000000 4.857 1.000 2.973864
COST 4096 64 2 4 5.00 0.900000 3.935 1.000 0.103791
COST 4096 64 2 8 5.00 0.900000 3.935 1.000 0.092619
COST 4096 128 2 4 5.00 0.900000 3.935 1.000 0.129961
COST 4096 128 2 8 5.00 0.900000 3.935 1.000 0.124007
COST 4096 256 2 4 5.00 0.900000 3.935 1.000 0.234513
COST 4096 256 2 8 5.00 0.900000 3.935 1.000 0.244533
COST 4096 512 2 4 5.00 0.947813 4.364 1.000 0.496631
COST 4096 512 2 8 5.00 0.947813 4.364 1.000 0.524197
COST 4096 1024 2 4 5.00 0.986318 4.726 1.000 1.125449
COST 4096 1024 2 8 5.00 0.986318 4.726 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 4.858 1.000 2.870116
COST 4096 2048 2 8 5.00 1.000000 4.858 1.000 2.900766
COST 4096 64 2 4 5.00 0.900000 3.936 1.000 0.110449
COST 4096 64 2 8 5.00 0.900000 3.936 1.000 0.117063
COST 4096 128 2 4 5.00 0.900000 3.936 1.000 0.176618
COST 4096 128 2 8 5.00 0.900000 3.936 1.000 0.178087
COST 4096 256 2 4 5.00 0.900000 3.936 1.000 0.265508
COST 4096 256 2 8 5.00 0.900000 3.936 1.000 0.312576
COST 4096 512 2 4 5.00 0.900000 3.936 1.000 0.573199
COST 4096 512 2 8 5.00 0.900000 3.936 1.000 0.468090
COST 4096 1024 2 4 5.00 0.973782 4.607 1.000 1.210123
COST 4096 1024 2 8 5.00 0.973782 4.607 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 4.859 1.000 2.726520
COST 4096 2048 2 8 5.00 1.000000 4.859 1.000 3.036464
COST 4096 64 2 4 5.00 0.900000 3.936 1.000 0.131784
COST 4096 64 2 8 5.00 0.900000 3.936 1.000 0.149891
COST 4096 128 2 4 5.00 0.900000 3.936 1.000 0.142252
COST 4096 128 2 8 5.00 0.900000 3.936 1.000 0.130791
COST 4096 256 2 4 5.00 0.900000 3.936 1.000 0.214472
COST 4096 256 2 8 5.00 0.900000 3.936 1.000 0.232436
COST 4096 512 2 4 5.00 0.900000 3.936 1.000 0.438856
COST 4096 512 2 8 5.00 0.900000 3.936 1.000 0.515110
COST 4096 1024 2 4 5.00 0.900000 3.936 1.000 1.074963
COST 4096 1024 2 8 5.00 0.900000 3.936 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 4.859 1.000 2.181362
COST 4096 2048 2 8 5.00 1.000000 4.859 1.000 2.453374
COST 4096 64 2 4 5.00 1.000000 3.936 1.000 0.074385
COST 4096 64 2 8 5.00 1.000000 3.936 1.000 0.061734
COST 4096 128 2 4 5.00 1.000000 3.936 1.000 0.092514
COST 4096 128 2 8 5.00 1.000000 3.936 1.000 0.090605
COST 4096 256 2 4 5.00 1.000000 3.936 1.000 0.182961
COST 4096 256 2 8 5.00 1.000000 3.936 1.000 0.194532
COST 4096 512 2 4 5.00 1.000000 3.936 1.000 0.565500
COST 4096 512 2 8 5.00 1.000000 3.936 1.000 0.391596
COST 4096 1024 2 4 5.00 1.000000 3.936 1.000 0.996674
COST 4096 1024 2 8 5.00 1.000000 3.936 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 3.936 1.000 2.705510
COST 4096 2048 2 8 5.00 1.000000 3.936 1.000 2.704633
COST 4096 64 2 4 5.00 0.900000 8.132 1.000 0.122960
COST 4096 64 2 8 5.00 0.900000 8.132 1.000 0.115117
COST 4096 128 2 4 5.00 0.914890 8.403 1.000 0.111754
COST 4096 128 2 8 5.00 0.914890 8.403 1.000 0.116967
COST 4096 256 2 4 5.00 0.938391 8.840 1.000 0.335335
COST 4096 256 2 8 5.00 0.938391 8.840 1.000 0.248770
COST 4096 512 2 4 5.00 0.967848 9.404 1.000 0.336413
COST 4096 512 2 8 5.00 0.967848 9.404 1.000 0.375927
COST 4096 1024 2 4 5.00 0.991570 9.870 1.000 1.017186
COST 4096 1024 2 8 5.00 0.991570 9.870 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 10.039 1.000 2.155231
COST 4096 2048 2 8 5.00 1.000000 10.039 1.000 2.383569
COST 4096 64 2 4 5.00 0.900000 8.137 1.000 0.173868
COST 4096 64 2 8 5.00 0.900000 8.137 1.000 0.164614
COST 4096 128 2 4 5.00 0.900000 8.137 1.000 0.203751
COST 4096 128 2 8 5.00 0.900000 8.137 1.000 0.192975
COST 4096 256 2 4 5.00 0.927612 8.643 1.000 0.374314
COST 4096 256 2 8 5.00 0.927612 8.643 1.000 0.343649
COST 4096 512 2 4 5.00 0.962223 9.300 1.000 0.622339
COST 4096 512 2 8 5.00 0.962223 9.300 1.000 0.549438
COST 4096 1024 2 4 5.00 0.990096 9.846 1.000 1.376250
COST 4096 1024 2 8 5.00 0.990096 9.846 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 10.044 1.000 2.644847
COST 4096 2048 2 8 5.00 1.000000 10.044 1.000 3.132228
COST 4096 64 2 4 5.00 0.900000 8.139 1.000 0.163567
COST 4096 64 2 8 5.00 0.900000 8.139 1.000 0.158060
COST 4096 128 2 4 5.00 0.900000 8.139 1.000 0.208711
COST 4096 128 2 8 5.00 0.900000 8.139 1.000 0.195979
COST 4096 256 2 4 5.00 0.900000 8.139 1.000 0.362120
COST 4096 256 2 8 5.00 0.900000 8.139 1.000 0.329248
COST 4096 512 2 4 5.00 0.947813 9.026 1.000 0.595476
COST 4096 512 2 8 5.00 0.947813 9.026 1.000 0.665973
COST 4096 1024 2 4 5.00 0.986318 9.774 1.000 1.230584
COST 4096 1024 2 8 5.00 0.986318 9.774 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 10.047 1.000 2.422805
COST 4096 2048 2 8 5.00 1.000000 10.047 1.000 2.273779
COST 4096 64 2 4 5.00 0.900000 8.140 1.000 0.168088
COST 4096 64 2 8 5.00 0.900000 8.140 1.000 0.150183
COST 4096 128 2 4 5.00 0.900000 8.140 1.000 0.161100
COST 4096 128 2 8 5.00 0.900000 8.140 1.000 0.164108
COST 4096 256 2 4 5.00 0.900000 8.140 1.000 0.386063
COST 4096 256 2 8 5.00 0.900000 8.140 1.000 0.288131
COST 4096 512 2 4 5.00 0.900000 8.140 1.000 0.451210
COST 4096 512 2 8 5.00 0.900000 8.140 1.000 0.451605
COST 4096 1024 2 4 5.00 0.973782 9.528 1.000 0.849812
COST 4096 1024 2 8 5.00 0.973782 9.528 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 10.048 1.000 2.010795
COST 4096 2048 2 8 5.00 1.000000 10.048 1.000 1.997589
COST 4096 64 2 4 5.00 0.900000 8.141 1.000 0.150783
COST 4096 64 2 8 5.00 0.900000 8.141 1.000 0.143851
COST 4096 128 2 4 5.00 0.900000 8.141 1.000 0.187626
COST 4096 128 2 8 5.00 0.900000 8.141 1.000 0.204892
COST 4096 256 2 4 5.00 0.900000 8.141 1.000 0.358651
COST 4096 256 2 8 5.00 0.900000 8.141 1.000 0.382155
COST 4096 512 2 4 5.00 0.900000 8.141 1.000 0.595245
COST 4096 512 2 8 5.00 0.900000 8.141 1.000 0.381248
COST 4096 1024 2 4 5.00 0.900000 8.141 1.000 0.783527
COST 4096 1024 2 8 5.00 0.900000 8.141 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 10.049 1.000 2.495687
COST 4096 2048 2 8 5.00 1.000000 10.049 1.000 2.431153
COST 4096 64 2 4 5.00 1.000000 8.141 1.000 0.074019
COST 4096 64 2 8 5.00 1.000000 8.141 1.000 0.062929
COST 4096 128 2 4 5.00 1.000000 8.141 1.000 0.085640
COST 4096 128 2 8 5.00 1.000000 8.141 1.000 0.110657
COST 4096 256 2 4 5.00 1.000000 8.141 1.000 0.209080
COST 4096 256 2 8 5.00 1.000000 8.141 1.000 0.182586
COST 4096 512 2 4 5.00 1.000000 8.141 1.000 0.361995
COST 4096 512 2 8 5.00 1.000000 8.141 1.000 0.306726
COST 4096 1024 2 4 5.00 1.000000 8.141 1.000 1.038284
COST 4096 1024 2 8 5.00 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 8.141 1.000 2.277163
COST 4096 2048 2 8 5.00 1.000000 8.141 1.000 2.360189
COST 4096 64 2 4 5.00 0.900000 16.091 1.000 0.288692
COST 4096 64 2 8 5.00 0.900000 16.091 1.000 0.298233
COST 4096 128 2 4 5.00 0.914890 16.627 1.000 0.283184
COST 4096 128 2 8 5.00 0.914890 16.627 1.000 0.291666
COST 4096 256 2 4 5.00 0.938391 17.491 1.000 0.476258
COST 4096 256 2 8 5.00 0.938391 17.491 1.000 0.508143
COST 4096 512 2 4 5.00 0.967848 18.605 1.000 0.387954
COST 4096 512 2 8 5.00 0.967848 18.605 1.000 0.443509
COST 4096 1024 2 4 5.00 0.991570 19.527 1.000 0.942865
COST 4096 1024 2 8 5.00 0.991570 19.527 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 19.861 1.000 2.754606
COST 4096 2048 2 8 5.00 1.000000 19.861 1.000 2.439961
COST 4096 64 2 4 5.00 0.899684 16.100 1.000 0.244685
COST 4096 64 2 8 5.00 0.899684 16.100 1.000 0.239528
COST 4096 128 2 4 5.00 0.900000 16.112 1.000 0.301053
COST 4096 128 2 8 5.00 0.900000 16.112 1.000 0.294028
COST 4096 256 2 4 5.00 0.927612 17.113 1.000 0.315083
COST 4096 256 2 8 5.00 0.927612 17.113 1.000 0.349270
COST 4096 512 2 4 5.00 0.962223 18.412 1.000 0.467343
COST 4096 512 2 8 5.00 0.962223 18.412 1.000 0.605822
COST 4096 1024 2 4 5.00 0.990096 19.494 1.000 1.286647
COST 4096 1024 2 8 5.00 0.990096 19.494 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 19.886 1.000 2.397636
COST 4096 2048 2 8 5.00 1.000000 19.886 1.000 2.627021
COST 4096 64 2 4 5.00 0.899683 16.105 1.000 0.379423
COST 4096 64 2 8 5.00 0.899683 16.105 1.000 0.394281
COST 4096 128 2 4 5.00 0.900000 16.116 1.000 0.416973
COST 4096 128 2 8 5.00 0.900000 16.116 1.000 0.451227
COST 4096 256 2 4 5.00 0.900000 16.116 1.000 0.327894
COST 4096 256 2 8 5.00 0.900000 16.116 1.000 0.329359
COST 4096 512 2 4 5.00 0.947813 17.871 1.000 0.546039
COST 4096 512 2 8 5.00 0.947813 17.871 1.000 0.565610
COST 4096 1024 2 4 5.00 0.986318 19.351 1.000 1.079080
COST 4096 1024 2 8 5.00 0.986318 19.351 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 19.891 1.000 2.860412
COST 4096 2048 2 8 5.00 1.000000 19.891 1.000 2.417145
COST 4096 64 2 4 5.00 0.899683 16.107 1.000 0.419909
COST 4096 64 2 8 5.00 0.899683 16.107 1.000 0.334893
COST 4096 128 2 4 5.00 0.900000 16.118 1.000 0.295675
COST 4096 128 2 8 5.00 0.900000 16.118 1.000 0.290738
COST 4096 256 2 4 5.00 0.900000 16.118 1.000 0.369604
COST 4096 256 2 8 5.00 0.900000 16.118 1.000 0.406534
COST 4096 512 2 4 5.00 0.900000 16.118 1.000 0.832202
COST 4096 512 2 8 5.00 0.900000 16.118 1.000 0.714832
COST 4096 1024 2 4 5.00 0.973782 18.865 1.000 1.065908
COST 4096 1024 2 8 5.00 0.973782 18.865 1.000 1.000000
COST 4096 2048 2 4 5.00 1.000000 19.894 1.000 2.611977
COST 4096 2048 2 8 5.00 1.000000 19.894 1.000 2.854016
COST 4096 64 2 4 5.00 0.899683 16.108 1.000 0.257064
